frame_no,timestamp,rx-darkorange,ry-darkorange,rx-yellowneon,ry-yellowneon,rx-green,ry-green,r-shape,theta-shape,r-mass,theta-mass,omega-shape,omega-mass
6,317.9,0.0006264449173082887,0.0,0.030695800948105256,0.1252889834616539,,,0.128994424579903,1.3305290540139578,,,1.2061942611405738,
7,329.0,0.0006264449173082887,0.0006264449173082887,0.029442911113488734,0.1252889834616539,,,0.12870203724763407,1.3399843663922286,,,0.8518299439883583,
8,340.1,0.0006264449173082887,0.0,0.02881646619618039,0.1252889834616539,,,0.1285601730742853,1.3447279388010127,,,0.4273488656562236,
9,350.7,0.0006264449173082887,0.0,0.02756357636156387,0.1252889834616539,,,0.12828515159087722,1.3542460218188073,,,0.8979323601693004,
10,360.2,0.0006264449173082887,0.0,0.026310686526947347,0.1252889834616539,,,0.1280218012776491,1.3638041325750754,,,1.0061169217124328,
11,381.6,0.0006264449173082887,0.0,0.02505779669233077,0.1259154283789622,,,0.12838453286487334,1.3743577044519604,,,0.49315756434041946,
12,416.9,0.0006264449173082887,0.0,0.023804906857714248,0.1259154283789622,,,0.12814588832405824,1.3839468764260805,,,0.27164793127819087,
13,449.4,0.0006264449173082887,0.0,0.023178461940406014,0.12654187329627054,,,0.12864714064157134,1.3896362075369366,,,0.17505634187249605,
14,482.1,0.0006264449173082887,0.0006264449173082887,0.021925572105789437,0.12654187329627054,,,0.12842731956050302,1.399232340438921,,,0.2934597217732249,
15,513.4,0.0006264449173082887,0.0006264449173082887,0.021299127188481093,0.12716831821357877,,,0.12893965245905203,1.404848927505392,,,0.17944367624507485,
16,549.3,0.0006264449173082887,0.0006264449173082887,0.020046237353864627,0.12716831821357877,,,0.12873862198003172,1.4144474222334906,,,0.26736754117266603,
17,581.5,0.0006264449173082887,0.0006264449173082887,0.018166902601939816,0.12716831821357877,,,0.12845940022987185,1.4288992721907328,,,0.44881521606341973,
18,613.4,0.0006264449173082887,0.0,0.017540457684631527,0.12716831821357877,,,0.12837230547534922,1.4337301524847093,,,0.1514382537296707,
19,648.9,0.0006264449173082887,0.0,0.01628756785001506,0.12654187329627054,,,0.12758577727865372,1.4427872681216996,,,0.2551300179433887,
20,681.2,0.0006264449173082887,0.0,0.015034678015398484,0.12716831821357877,,,0.1280539835393524,1.4531159904068867,,,0.3197746837519222,
21,713.7,0.0006264449173082887,0.0,0.013781788180781962,0.127794763130887,,,0.12853575054878488,1.4633683731902405,,,0.31545793179550247,
22,749.1,0.0,0.0006264449173082887,0.01064956359424063,0.1284212080481953,,,0.12886201876932407,1.4880588090548892,,,0.6974699396793422,
23,781.4,0.0,0.0006264449173082887,0.0025057796692330436,0.12967409788281176,,,0.12969830605475072,1.5514750599391416,,,1.9633514205650926,
24,813.5,0.0,0.0,-0.008770228842315764,0.1284212080481953,,,0.1287203309135913,1.6389831359683606,,,2.7261082875146108,
25,849.2,0.0,0.0,-0.02067268227117286,0.12654187329627054,,,0.1282193647216139,1.7327321638586264,,,2.6260231902035187,
26,881.4,0.0,0.0,-0.03257513570003007,0.12403609362703738,,,0.12824231746241394,1.8276227767647046,,,2.9469134442881506,
27,914.6,0.0,-0.0006264449173082887,-0.043851144211578874,0.12027742412318776,,,0.1280218012776491,1.9204034505852983,,,2.794598609054021,
28,949.0,0.0,0.0,-0.05512715272312774,0.1158923097020299,,,0.12833561631686766,2.0147958095433087,,,2.74396392319798,
29,982.1,0.0,0.0,-0.06577671631736834,0.11025430544625547,,,0.12838453286487336,2.108705372088399,,,2.837146904685499,
30,1014.0,0.0,0.0006264449173082887,-0.0757998349943006,0.10336341135586447,,,0.12817803943064837,2.20354516179708,,,2.9730341601467423,
31,1049.1,0.0,0.0,-0.08519650875392468,0.09584607234816522,,,0.1282377272429112,2.2974386674766225,,,2.6750286518388298,
32,1081.5,0.0,0.0,-0.09396673759624047,0.08707584350584952,,,0.12810913432201432,2.3942384091383087,,,2.9876463475828974,
33,1114.8,0.0,0.0,-0.10148407660393971,0.07705272482891712,,,0.12742111366533854,2.4921919082297292,,,2.9415465192618835,
34,1149.0,0.0,0.0,-0.10837497069433066,0.0664031612346766,,,0.12710040949955861,2.591875027371643,,,2.914711086020869,
35,1181.3,0.0,-0.0006264449173082887,-0.11463941986741336,0.055753597640436026,,,0.12747807747761464,2.6889336132717205,,,3.0049097801881604,
36,1213.4,0.0,0.0,-0.11902453428857124,0.04447758912888711,,,0.12706335308549577,2.7839760508968814,,,2.96082360202992,
37,1249.2,0.0,0.0006264449173082887,-0.12278320379242086,0.03257513570003001,,,0.1270309198557836,2.8822609091891085,,,2.745387103134839,
38,1281.1,0.0,0.0,-0.12466253854434564,0.020672682271172915,,,0.12636498054684822,2.9772589719197415,,,2.977995696885061,
39,1313.4,0.0,0.0006264449173082887,-0.12591542837896222,0.00877022884231582,,,0.1262204896908745,3.0720532209084994,,,2.9348064702401655,
41,1383.0,0.0,0.0,-0.12403609362703738,-0.015661122932706717,,,0.12502089142926687,-3.015994651603657,,,2.8624849439897635,
42,1416.4,0.0,0.0,-0.12153031395780431,-0.028190021278872213,,,0.12475694173225693,-2.9136647130537274,,,3.0637706152673405,
43,1453.6,0.0,-0.0006264449173082887,-0.11839808937126295,-0.04009247470772931,,,0.12500205636290743,-2.8150877768533964,,,2.649917639793858,
44,1481.1,0.0,-0.0006264449173082887,-0.1133865300327968,-0.05074203830196983,,,0.12422262130512665,-2.7208081657535352,,,3.428349494540406,
45,1513.4,0.0,0.0,-0.1077485257770224,-0.061391601896210485,,,0.12401078013827853,-2.6236996715194016,,,3.0064549298493204,
46,1551.2,0.0,0.0,-0.10085763168663137,-0.07141472057314277,,,0.12358124527603793,-2.5254680705525803,,,2.598719602296865,
47,1583.1,0.0,0.0006264449173082887,-0.09334029267893218,-0.08018494941545853,,,0.12305298188239228,-2.4318620196802767,,,2.934358961514231,
48,1615.3,0.0,0.0,-0.08519650875392468,-0.08958162317508256,,,0.12362569439457176,-2.3311101470079794,,,3.1289401451023977,
49,1651.5,0.0,0.0,-0.07642627991160889,-0.09772540710009009,,,0.12406140195083212,-2.2344967081692486,,,2.6688795259317852,
50,1681.4,0.0,-0.0006264449173082887,-0.0664031612346766,-0.1052427461077893,,,0.12444040915340586,-2.1336645596430075,,,3.3723126597404955,
51,1713.4,0.0,-0.0006264449173082887,-0.055753597640436,-0.11088075036356379,,,0.12410884114775458,-2.036701268304693,,,3.030102854322328,
52,1749.2,0.0,0.0,-0.04510403404619537,-0.1158923097020299,,,0.12435996677110993,-1.9419484398061302,,,2.646727053032484,
53,1781.1,0.0,0.0,-0.03382802553464659,-0.1196509792058795,,,0.12434103158852475,-1.8463278267805925,,,2.997511380110913,
54,1813.5,0.0,0.0,-0.021925572105789437,-0.12278320379242089,,,0.12472548194213294,-1.7475051828649333,,,3.050081602335152,
55,1849.2,0.0,0.0,-0.010649563594240574,-0.12403609362703744,,,0.12449243240857241,-1.6564448664254232,,,2.5507091439638643,
56,1881.9,0.0,0.0,0.001879334751924755,-0.1246625385443457,,,0.12467670357941883,-1.5557220917999377,,,3.080207175091296,
57,1913.1,0.0,0.0,0.013781788180781962,-0.12403609362703744,,,0.12479939986921065,-1.4601391056210007,,,3.063557249324922,
58,1949.4,0.0,0.0,0.025684241609639058,-0.12278320379242089,,,0.12544080436840907,-1.3645861078812065,,,2.632313987322141,
59,1981.5,0.0,-0.0006264449173082887,0.03758669503849621,-0.1196509792058795,,,0.12541577440195759,-1.2664215906307446,,,3.0580846495471095,
60,2013.6,0.0,0.0,0.04886270355004507,-0.1158923097020299,,,0.12577198116548377,-1.1717906726616147,,,2.948003675050781,
61,2051.9,0.0,0.0,0.05951226714428565,-0.11088075036356379,,,0.12584216599311923,-1.0782035747245995,,,2.44352736127976,
62,2081.2,0.0,0.0,0.07016183073852617,-0.10461630119048104,,,0.1259652847706821,-0.9800351095553325,,,3.350459562091056,
63,2113.6,0.0,0.0,0.07955850449815027,-0.09835185201739832,,,0.12650155110999398,-0.890641671026219,,,2.759056744725715,
64,2149.3,0.0,0.0,0.08832873334046604,-0.09020806809239085,,,0.12625157695051803,-0.7959240904291738,,,2.653153518124497,
65,2181.4,0.0,0.0,0.09647251726547351,-0.08206428416738337,,,0.12665501696909656,-0.7048709249743299,,,2.836547210431281,
66,2213.4,0.0,0.0,0.10398985627317275,-0.07329405532506758,,,0.1272238529274648,-0.6139530608913909,,,2.841183252591844,
67,2249.2,0.0,0.0,0.11025430544625542,-0.0638973815654435,,,0.1274318925558122,-0.5252435996542051,,,2.477917911653254,
68,2281.6,0.0,0.0,0.11651875461933814,-0.053247817971202926,,,0.12810913432201426,-0.42865096264365077,,,2.981254228720804,
69,2313.3,0.0,0.0,0.12027742412318781,-0.04259825437696235,,,0.12759808003913536,-0.34038193864190697,,,2.784511798162241,
70,2349.5,0.0,0.0,0.12403609362703744,-0.03132224586541349,,,0.12792980734882942,-0.2473539555718235,,,2.569833786466407,
71,2381.4,0.0,0.0,0.12654187329627048,-0.020046237353864682,,,0.12811985532842618,-0.1571102653469609,,,2.8289558064220164,
72,2413.3,0.0,0.0,0.127794763130887,-0.008143783925007475,,,0.12805398353935235,-0.06363943801348008,,,2.9301199791059735,
73,2449.3,-0.0006264449173082887,0.0006264449173082887,0.127794763130887,0.003758669503849621,,,0.12785002573374274,0.029403288204005142,,,2.584520172707923,
74,2481.2,0.0,0.0,0.1271683182135787,0.015034678015398484,,,0.12805398353935235,0.11768033638801002,,,2.7673055857055133,
75,2513.5,0.0,0.0,0.1252889834616539,0.02693713144425558,,,0.12815201296624135,0.21177616002000324,,,2.91318339417934,
76,2551.9,0.0,0.0,0.12215675887511263,0.03821313995580444,,,0.1279942100415261,0.3031768391695944,,,2.3802260195205984,
77,2582.1,0.0,0.0,0.11839808937126295,0.049489148467353306,,,0.1283249133363795,0.3959176682280711,,,3.0708883794197765,
78,2617.6,0.0,0.0,0.1133865300327968,0.060138712061593824,,,0.12834784720167933,0.4876604597789245,,,2.584303987347983,
79,2651.1,0.0,0.0,0.10712208085971414,0.07078827565583445,,,0.1283982872862467,0.58394308592876,,,2.8741082432786706,
80,2681.6,0.0,0.0006264449173082887,0.10023118676932313,0.0801849494154585,,,0.12835854826986234,0.6747409422235526,,,2.9769788949112344,
81,2713.7,0.0,0.0006264449173082887,0.09271384776162395,0.0895816231750825,,,0.12892138991435076,0.7682177233821416,,,2.912049257276922,
82,2749.2,0.0,0.0,0.08394361891930813,0.0970989621827818,,,0.12835396220702855,0.8579350349889672,,,2.527248214276778,
83,2781.3,0.0,0.0,0.07454694515968407,0.10461630119048099,,,0.12845940022987176,0.9516806271743307,,,2.920423432565808,
84,2813.4,0.0,0.0,0.06452382648275179,0.11088075036356371,,,0.12828821062421594,1.0437763595242728,,,2.8690259299047485,
85,2849.3,0.0,0.0,0.05324781797120298,0.1165187546193382,,,0.12810913432201435,1.1421453641512456,,,2.740083694344637,
86,2881.5,0.0,0.0,0.04259825437696235,0.12090386904049616,,,0.12818875467421406,1.232045864632543,,,2.7919410087359595,
87,2913.8,0.0,0.0,0.030695800948105256,0.12466253854434572,,,0.1283860612066831,1.329367944609446,,,3.013067491544968,
88,2952.4,0.0,0.0006264449173082887,0.018793347519248105,0.12716831821357877,,,0.12854948879030698,1.4240750504843367,,,2.45355196567075,
89,2981.2,0.0,0.0,0.006890894090391009,0.1284212080481953,,,0.12860595280904707,1.5171892000017424,,,3.2331301915766177,
90,3014.0,0.0,0.0,-0.005638004255774487,0.1284212080481953,,,0.12854490953960795,1.614670592186535,,,2.9719936641704887,
91,3049.4,0.0,0.0,-0.017540457684631583,0.12716831821357877,,,0.12837230547534922,1.7078625011050845,,,2.6325397999590203,
92,3081.2,0.0,0.0,-0.02944291111348868,0.12466253854434572,,,0.12809228521326832,1.802727094605252,,,2.9831633176153565,
93,3113.7,0.0,0.0,-0.040718919625037514,0.12153031395780428,,,0.1281703851367887,1.8940924750148975,,,2.811242474142938,
94,3150.6,0.0,0.0,-0.051994928136586405,0.11714519953664637,,,0.12816579234105127,1.9885243784992364,,,2.5591301757273333,
95,3183.7,0.0,0.0,-0.06327093664813524,0.11213364019818028,,,0.1287523385745956,2.0845109917367113,,,2.899897680890489,
96,3213.5,0.0,0.0,-0.07329405532506753,0.10586919102509756,,,0.12876452987644796,2.1763409903998667,,,3.0815435793004995,
97,3249.2,-0.0006264449173082887,0.0006264449173082887,-0.08269072908469158,0.09835185201739832,,,0.12849452701111466,2.269904113260324,,,2.6208157663993807,
98,3283.1,0.0,0.0,-0.09146095792700737,0.0895816231750825,,,0.1280233339497464,2.3665747401910857,,,2.851640912411838,
99,3316.4,0.0,0.0,-0.09897829693470658,0.0808113943327668,,,0.12777787256837891,2.456897981913968,,,2.7124096613478024,
100,3349.4,0.0,0.0,-0.10586919102509756,0.07078827565583445,,,0.12735488046649412,2.5522257944083893,,,2.8887215907400376,
101,3381.2,0.0006264449173082887,0.0,-0.111507195280872,0.06076515697890211,,,0.12698920781734618,2.642639632676724,,,2.843202461268408,
102,3415.1,0.0,0.0,-0.1158923097020299,0.05074203830196983,,,0.1265139593053264,2.7288986849231676,,,2.544514815529306,
103,3449.4,0.0,0.0,-0.1196509792058795,0.04071891962503754,,,0.12638982253471231,2.8135725888626655,,,2.468626937011588,
104,3481.8,0.0,0.0006264449173082887,-0.1221567588751126,0.030695800948105256,0.00438511442115791,0.05700648747505255,0.1259543803712999,2.8954077184303966,0.05717489696300265,1.4940244355251182,2.5257756039423107,
105,3515.0,0.0,0.0,-0.12403609362703738,0.020672682271172915,0.0012528898346165773,0.057632932392360836,0.1257470171198508,2.976443976175166,0.05764654915153309,1.5490606199531034,2.440851136890665,1.6577163984332979
106,3549.3,0.0,0.0,-0.12528898346165393,0.010023118676932286,-0.0031322245865413323,0.058259377309669014,0.12568926877369627,3.0617626678775562,0.05834351613822148,1.624508056098129,2.487425414063836,2.1996337068520493
108,3613.2,0.0,0.0,-0.12466253854434564,-0.01252889834616544,-0.013155343263473673,0.05638004255774426,0.1252905495641591,-3.041426488701868,0.05789449244265706,1.8000282600718922,2.826535993769917,2.785484248045888
109,3649.5,0.0,0.0,-0.12340964870972915,-0.023178461940406014,-0.018793347519248105,0.05450070780581945,0.12556744200859393,-2.955938237161768,0.057649952838788494,1.9028557943377824,2.3550482517933666,2.8327144425864925
110,3681.3,0.0006264449173082887,0.0,-0.12090386904049605,-0.03382802553464659,-0.022552017023097726,0.05262137305389464,0.1255471260544586,-2.868776147310249,0.057250348242497515,1.9756881130799804,2.740946221745874,2.290324488748351
111,3713.1,0.0,0.0,-0.11714519953664645,-0.043851144211578874,-0.02756357636156387,0.05011559338466154,0.12508365450027994,-2.783408149723365,0.05719548445582478,2.073639537722758,2.6845282260026635,3.0802334793326525
112,3749.0,0.0,0.0,-0.11276008511548855,-0.053874262888511215,-0.03132224586541349,0.04760981371542844,0.12496908816596462,-2.6958803409611574,0.05698927485124908,2.1527014449347828,2.43810052262416,2.202281537939406
113,3781.2,0.0,0.0006264449173082887,-0.1077485257770224,-0.06327093664813524,-0.035080915369263166,0.04510403404619545,0.1249518156388854,-2.610631168796282,0.057140567991452125,2.231839495645584,2.6474898187849645,2.4577034382236556
114,3813.2,0.0,0.0006264449173082887,-0.10085763168663137,-0.07204116549045103,-0.03883958487311276,0.041971809459654064,0.12394430763314118,-2.5213431676069713,0.05718519163588801,2.3174541925288663,2.7902500371659587,2.675459277602571
115,3849.1,0.0,0.0,-0.09396673759624047,-0.08081139433276682,-0.041971809459654064,0.03821313995580444,0.12393639186488628,-2.431321646103107,0.05676157903546557,2.4030352031083146,2.5075632730881336,2.3838721609874125
116,3881.2,0.0,0.0,-0.08644939858854125,-0.08832873334046606,-0.04510403404619537,0.03445447045195482,0.12359394665537483,-2.345442216401244,0.05675812207398143,2.4892617522009015,2.675371641802601,2.6861853299871377
117,3913.5,0.0,0.0,-0.07830561466353372,-0.09584607234816525,-0.048236258632736756,0.030069356030796968,0.12376687308162695,-2.2558135871093743,0.05684103112181461,2.5841615620138523,2.7748801638349545,2.9380746072120814
118,3949.6,0.0,0.0,-0.07016183073852617,-0.10211052152124792,-0.050742038301969855,0.025684241609639058,0.12389205421625242,-2.172823256269081,0.05687209085395832,2.6730189760605643,2.298901131310075,2.4614242118202827
119,3983.3,0.0,0.0,-0.06076515697890217,-0.1077485257770224,-0.05262137305389464,0.02129912718848115,0.12370185572493358,-2.0842892349336446,0.05676849232689068,2.7569879387675797,2.627122294820044,2.4916606144514777
120,4013.4,0.0,0.0,-0.051368483219278116,-0.11276008511548857,-0.05450070780581945,0.017540457684631527,0.12390947447028207,-1.998260639810122,0.05725377548355792,2.830222349191892,2.858092861246609,2.4330368911731672
121,4049.3,0.0,0.0,-0.041971809459654064,-0.1165187546193382,-0.055753597640436,0.012528898346165385,0.12384770069468004,-1.9165422747834087,0.05714400181664018,2.9205455909147746,2.276277577345767,2.5159677360134407
122,4081.1,0.0,0.0006264449173082887,-0.03194869078272178,-0.1196509792058795,-0.05700648747505255,0.007517339007699242,0.12384294758950055,-1.8317245575662227,0.057499999999999996,3.0104810051072466,2.667223811861218,2.828157679008577
123,4119.2,0.0,0.0,-0.021925572105789437,-0.1221567588751126,-0.05700648747505255,0.0031322245865413323,0.12410884114775454,-1.7483924940783844,0.057092472753453735,3.0867027909956395,2.1871932673973355,2.000571808094307
125,4181.7,0.0,0.0,-0.0006264449173082887,-0.12403609362703744,-0.05700648747505255,-0.006890894090391009,0.1240376755485591,-1.5758467889039693,0.05742145971331893,-3.021297176661838,2.650446597265383,2.7040365112587192
126,4213.6,0.0,0.0,0.010023118676932286,-0.12403609362703744,-0.05638004255774426,-0.011902453428857096,0.1244404091534059,-1.490163450849723,0.05762271771132602,-2.933536516798768,2.685998058126798,2.751117864046042
127,4249.5,0.0,0.0,0.020672682271172915,-0.12340964870972909,-0.05512715272312774,-0.016287567850015006,0.12512913804123965,-1.4048246042986243,0.05748293515320779,-2.8543112001926594,2.3771266448774253,2.2068333316464996
128,4281.7,0.0,0.0,0.030695800948105256,-0.12090386904049605,-0.0532478179712029,-0.02129912718848115,0.12473963982955506,-1.3221635995415968,0.0573496550790452,-2.7610862764774287,2.567111948976025,2.8951839663115293
129,4313.2,0.0,0.0,0.04134536454234583,-0.11839808937126298,-0.051368483219278116,-0.025057796692330825,0.125409516129778,-1.2348287208687654,0.0571543020543812,-2.6877486520682825,2.772535830883537,2.3281785526713064
130,4349.5,0.0,0.0,0.05074203830196988,-0.11463941986741338,-0.048862703550045045,-0.02944291111348868,0.12536726462109507,-1.154094066055498,0.05704777658293424,-2.5992899163741887,2.224095173919203,2.4368797711871446
131,4382.2,0.0,0.0,0.06076515697890217,-0.1102543054462555,-0.046356923880811945,-0.0332015806173383,0.12589049277887043,-1.0670810864390685,0.057020253833011014,-2.5200660290931713,2.6609473888816475,2.422748846514306
132,4413.8,0.0,0.0,0.07016183073852617,-0.10461630119048104,-0.042598254376962325,-0.03758669503849621,0.1259652847706821,-0.9800351095553325,0.056809954408372,-2.418613300188302,2.754619521637185,3.21052939572368
133,4449.4,0.0,0.0,0.07893205958084198,-0.09897829693470661,-0.039466029790420964,-0.04134536454234583,0.12659768281358288,-0.8976009783947027,0.057157735054477646,-2.3329428673818815,2.3155654820401983,2.406472831641059
