frame_no,timestamp,size_px-darkorange,position_px_x-darkorange,position_px_y-darkorange,rx-darkorange,ry-darkorange,vx-darkorange,vy-darkorange,ax-darkorange,ay-darkorange,size_px-green,position_px_x-green,position_px_y-green,rx-green,ry-green,vx-green,vy-green,ax-green,ay-green,size_px-lightorange,position_px_x-lightorange,position_px_y-lightorange,rx-lightorange,ry-lightorange,vx-lightorange,vy-lightorange,ax-lightorange,ay-lightorange
0,141.2,,,,,,,,,,,,,,,,,,,33,246,520,22.334123138816576,47.21034159424642,,,,
1,141.2,,,,,,,,,,,,,,,,,,,43,469,104,42.580096553272256,9.442068318849284,,,,
2,225.6,6,310,600,28.144626719646904,54.47347107028433,,,,,,,,,,,,,,40,469,109,,,,,,
3,248.1,,,,,,,,,,,,,,,,,,,50,668,31,60.647131124916555,2.8144626719646904,,,,
4,265.3,13,226,627,20.5183407698071,56.92477726844713,,,,,,,,,,,,,,42,464,113,42.12615096101988,10.25917038490355,,,,
5,286.7,10,519,142,47.11955247579595,12.892054819967292,110.07245492065225,-239.05675469125674,-6562.448274003977,14451.396272206091,11,196,777,17.794667216292883,70.54314503601822,,,,,,,,,,,,,
6,299.5,11,520,142,47.21034159424642,12.892054819967292,,,,,11,198,777,17.97624545319383,70.54314503601822,,,,,,,,,,,,,
7,319.4,11,520,142,47.21034159424642,12.892054819967292,162.62674379449845,-270.56691674057356,-12227.57472139085,20086.75127720272,11,199,776,18.067034571644303,70.45235591756774,,,,,,,,,,,,,
8,319.4,11,520,141,47.21034159424642,12.801265701516819,1.8433411756258702,-1.3710213303084167,-57.06938624228699,85.9574501760762,11,198,775,17.97624545319383,70.36156679911727,3.6866823512517404,-3.214362505934287,-114.13877248457398,143.0268364183632,,,,,,,,,
9,328.7,10,520,141,47.21034159424642,12.801265701516819,0.0,-2.0436164034771185,0.0,72.98630012418282,11,199,775,18.067034571644303,70.36156679911727,2.315605210023811,-4.359221613500929,-54.35692981276553,127.34322993694836,,,,,,,,,
10,346.0,10,520,141,47.21034159424642,12.801265701516819,0.0,-2.513331706696188,0.0,67.65361256248156,11,199,776,18.067034571644303,70.45235591756774,0.0,0.0,0.0,0.0,,,,,,,,,
11,384.0,11,520,142,47.21034159424642,12.892054819967292,-0.36866360033947276,0.8467020429913165,-11.41373375664002,-17.297283820047326,11,198,776,17.97624545319383,70.45235591756774,0.36866360033947276,0.8467020429913165,11.41373375664002,-17.297283820047326,,,,,,,,,
12,413.9,11,520,142,47.21034159424642,12.892054819967292,0.0,0.5764344729204315,0.0,-11.482758424709795,11,199,776,18.067034571644303,70.45235591756774,0.0,0.5764344729204315,0.0,-11.482758424709795,,,,,,,,,
13,446.9,11,520,142,47.21034159424642,12.892054819967292,-0.4601057192708308,0.4465273533692059,-9.120034078708244,-8.98445379012487,11,199,776,18.067034571644303,70.45235591756774,0.0,0.0,0.0,0.0,,,,,,,,,
14,481.9,10,519,142,47.11955247579595,12.892054819967292,-0.4686032681793845,0.0,9.372065363587689,0.0,11,199,776,18.067034571644303,70.45235591756774,0.4686032681793845,0.0,-9.372065363587689,0.0,,,,,,,,,
15,514.3,11,520,142,47.21034159424642,12.892054819967292,-0.45828077317188903,0.0,-9.129099067169108,0.0,11,199,776,18.067034571644303,70.45235591756774,0.0,0.0,0.0,0.0,,,,,,,,,
16,546.3,10,519,142,47.11955247579595,12.892054819967292,-0.45783143079259825,-0.4532600022991906,9.165794410262219,-9.119919563363998,11,199,776,18.067034571644303,70.45235591756774,0.0,0.0,0.0,0.0,,,,,,,,,
17,581.9,10,519,142,47.11955247579595,12.892054819967292,0.0,-0.4546273058975608,0.0,-9.092546117951215,11,199,776,18.067034571644303,70.45235591756774,0.0,-0.4546273058975608,0.0,-9.092546117951215,,,,,,,,,
18,613.8,10,519,142,47.11955247579595,12.892054819967292,-0.4575981489054688,0.0,9.142820157951423,0.0,11,199,776,18.067034571644303,70.45235591756774,0.0,0.0,0.0,0.0,,,,,,,,,
19,646.2,10,519,141,47.11955247579595,12.801265701516819,0.0,-0.45417245093652664,0.0,9.10165232337729,11,199,776,18.067034571644303,70.45235591756774,0.0,0.0,0.0,0.0,,,,,,,,,
20,681.8,10,519,141,47.11955247579595,12.801265701516819,-0.4510083944403257,-0.004525896337098679,-9.02919708589241,18.103585348390897,11,199,775,18.067034571644303,70.36156679911727,-0.4510083944403257,0.44648249810322704,-9.02919708589241,27.132782434283307,,,,,,,,,
21,713.9,10,519,142,47.11955247579595,12.892054819967292,0.0,0.0,0.0,0.0,11,199,776,18.067034571644303,70.45235591756774,-0.45417245161881015,0.45417245161881015,-9.074374657718483,9.074374657718483,,,,,,,,,
22,746.0,10,519,141,47.11955247579595,12.801265701516819,0.0,0.0,0.0,0.0,11,199,776,18.067034571644303,70.45235591756774,0.0,0.40889742814799973,0.0,8.194337237434867,,,,,,,,,
23,782.2,10,518,142,47.028763357345476,12.892054819967292,-0.47378988497301944,0.47378988497301944,8.575382533448314,-8.575382533448314,11,198,777,17.97624545319383,70.54314503601822,-0.08265310669987688,0.9475797699460389,16.366951821757922,-17.15076506689663,,,,,,,,,
24,813.9,10,519,142,47.11955247579595,12.892054819967292,0.0,-0.45326546741850565,0.0,-9.065309348370112,11,198,777,17.97624545319383,70.54314503601822,-0.45417245161881015,0.45417245161881015,9.074374657718483,-9.074374657718483,,,,,,,,,
25,853.1,10,519,141,47.11955247579595,12.801265701516819,0.0,0.0,0.0,0.0,11,199,777,18.067034571644303,70.54314503601822,-0.49490083095196846,0.40178513784881853,-9.24184558266981,-8.327153116037689,,,,,,,,,
26,892.7,10,518,142,47.028763357345476,12.892054819967292,0.5622754663273196,-0.5622754663273196,10.176931517236554,-10.176931517236554,11,199,777,18.067034571644303,70.54314503601822,0.3672209892076363,0.0,-8.224434248771255,0.0,,,,,,,,,
27,914.0,10,519,141,47.11955247579595,12.801265701516819,0.0,-0.4530386080520625,0.0,9.069842003044297,11,198,777,17.97624545319383,70.54314503601822,0.45485439223685653,0.0,9.087999844892238,0.0,,,,,,,,,
28,949.6,10,519,141,47.11955247579595,12.801265701516819,0.0,0.0,0.0,0.0,11,198,777,17.97624545319383,70.54314503601822,-0.4701660780841983,-0.47114203231689133,9.754482947804947,-9.764601706049561,,,,,,,,,
29,982.0,10,519,141,47.11955247579595,12.801265701516819,0.5378298971242867,-0.5378298971242867,-10.724424668480298,10.724424668480298,11,199,777,18.067034571644303,70.54314503601822,0.0,0.0,0.0,0.0,,,,,,,,,
30,1013.9,10,519,141,47.11955247579595,12.801265701516819,0.0,0.0,0.0,0.0,11,199,777,18.067034571644303,70.54314503601822,0.454627305897561,0.0,-9.092546117951212,0.0,,,,,,,,,
31,1046.0,10,519,141,47.11955247579595,12.801265701516819,-0.44629810751279175,0.44629810751279175,-9.259296836364978,9.259296836364978,11,198,776,17.97624545319383,70.45235591756774,0.44629810751279175,-0.032995850059257106,9.259296836364978,18.854771462432016,,,,,,,,,
32,1082.3,10,519,141,47.11955247579595,12.801265701516819,-0.456677461413364,0.456677461413364,-9.106230536657312,9.106230536657312,11,199,777,18.067034571644303,70.54314503601822,0.0,0.0,0.0,0.0,,,,,,,,,
33,1113.9,10,519,141,47.11955247579595,12.801265701516819,-0.42854953267148954,0.42854953267148954,-8.570990653429782,8.570990653429782,11,199,777,18.067034571644303,70.54314503601822,0.0,0.0,0.0,0.0,,,,,,,,,
34,1145.9,10,518,142,47.028763357345476,12.892054819967292,-0.04496441407558339,0.46592623595032806,17.294005413686463,-8.866341312089979,11,199,777,18.067034571644303,70.54314503601822,0.46592623595032806,0.46592623595032806,-8.866341312089979,-8.866341312089979,,,,,,,,,
35,1182.0,10,518,142,47.028763357345476,12.892054819967292,-0.002731869160996945,0.4559955201130351,18.21246107331462,-9.1199104022607,11,199,777,18.067034571644303,70.54314503601822,0.0,0.0,0.0,0.0,,,,,,,,,
36,1217.8,10,518,142,47.028763357345476,12.892054819967292,0.06994133292933483,-0.06994133292933483,18.166579981645853,-18.166579981645853,11,199,777,18.067034571644303,70.54314503601822,0.0,0.0,0.0,0.0,,,,,,,,,
37,1251.0,10,519,142,47.11955247579595,12.892054819967292,0.4098899781612723,-0.5027363724523046,-8.638355704136394,-9.566819647046717,11,199,777,18.067034571644303,70.54314503601822,0.0,0.0,0.0,0.0,,,,,,,,,
38,1282.0,10,519,142,47.11955247579595,12.892054819967292,0.45485167127881915,0.0,-9.060790264518303,0.0,11,199,777,18.067034571644303,70.54314503601822,-0.45123457492621,-0.45123457492621,-9.024691498524199,-9.024691498524199,,,,,,,,,
39,1314.0,10,519,141,47.11955247579595,12.801265701516819,0.05973125506623414,-0.05973125506623414,-18.378847712687453,18.378847712687453,11,199,777,18.067034571644303,70.54314503601822,0.0,0.0,0.0,0.0,,,,,,,,,
40,1345.9,10,519,141,47.11955247579595,12.801265701516819,-0.4165161919862094,-0.08370967191165797,-8.778001938592393,18.397730090474457,11,199,777,18.067034571644303,70.54314503601822,0.0,0.0,0.0,0.0,,,,,,,,,
41,1382.4,10,519,142,47.11955247579595,12.892054819967292,-0.42755714030407915,0.0,-8.51707450804938,0.0,11,198,776,17.97624545319383,70.45235591756774,-0.03297736597867414,-0.03297736597867414,17.356508409829686,17.356508409829686,,,,,,,,,
42,1416.7,10,518,142,47.028763357345476,12.892054819967292,-0.9067095528529332,0.9067095528529332,-0.44181066938006613,0.44181066938006613,11,199,777,18.067034571644303,70.54314503601822,0.0,0.0,0.0,0.0,,,,,,,,,
43,1449.9,10,518,142,47.028763357345476,12.892054819967292,-1.4000036524293742,0.9097419225350862,-10.13521845454539,0.707108264270624,11,199,777,18.067034571644303,70.54314503601822,0.0,0.0,0.0,0.0,,,,,,,,,
44,1486.6,10,518,142,47.028763357345476,12.892054819967292,-1.4087569162896738,0.4960438638344598,-10.315934627950552,9.520995467072181,11,199,777,18.067034571644303,70.54314503601822,0.41666918862075436,0.41666918862075436,-8.726056306193808,-8.726056306193808,,,,,,,,,
45,1514.5,10,517,143,46.937974238895,12.982843938417766,-0.47527458135970274,0.47527458135970274,9.264611722411368,-9.264611722411368,11,199,777,18.067034571644303,70.54314503601822,0.0,0.0,0.0,0.0,,,,,,,,,
46,1546.1,10,516,143,46.84718512044453,12.982843938417766,-0.5157340985998394,0.48078025304255895,28.519200862643867,-9.625230291142312,11,199,777,18.067034571644303,70.54314503601822,0.0,0.0,0.0,0.0,,,,,,,,,
47,1582.1,10,516,143,46.84718512044453,12.982843938417766,-0.5302015471770755,0.0436871970827277,28.714999949680365,-18.994433514228877,11,199,777,18.067034571644303,70.54314503601822,0.0,0.0,0.0,0.0,,,,,,,,,
48,1617.1,10,517,143,46.937974238895,12.982843938417766,0.0,-0.4833340452192064,0.0,-9.421716281076158,11,199,777,18.067034571644303,70.54314503601822,0.0,0.0,0.0,0.0,,,,,,,,,
49,1646.0,10,517,143,46.937974238895,12.982843938417766,0.45485439223685553,-0.4530386080520635,-9.087999844892227,-9.069842003044306,11,199,777,18.067034571644303,70.54314503601822,0.0,0.0,0.0,0.0,,,,,,,,,
50,1682.2,10,517,142,46.937974238895,12.892054819967292,0.45281152171276595,-0.45281152171276595,-9.074379192640604,9.074379192640604,11,199,777,18.067034571644303,70.54314503601822,0.0,0.0,0.0,0.0,,,,,,,,,
51,1713.8,10,517,142,46.937974238895,12.892054819967292,-0.4436494384795052,-0.4782493777366189,-9.175789834115927,9.526880034593995,11,199,777,18.067034571644303,70.54314503601822,0.0,0.0,0.0,0.0,,,,,,,,,
52,1746.1,10,517,142,46.937974238895,12.892054819967292,0.0,-0.9065318393326617,0.0,0.009038181254122458,11,199,777,18.067034571644303,70.54314503601822,0.0,0.0,0.0,0.0,,,,,,,,,
53,1782.0,10,517,142,46.937974238895,12.892054819967292,-0.45281152171276745,-0.45281152171276745,-9.074379192640635,-9.074379192640635,11,199,777,18.067034571644303,70.54314503601822,0.0,0.0,0.0,0.0,,,,,,,,,
54,1814.2,10,516,142,46.84718512044453,12.892054819967292,-0.4510083944403255,-0.9110685815548504,9.029197085892415,-18.148776524997007,11,199,777,18.067034571644303,70.54314503601822,0.0,0.0,0.0,0.0,,,,,,,,,
55,1846.3,10,517,141,46.937974238895,12.801265701516819,0.0,-1.3625227967725133,0.0,-9.11065409821722,11,199,777,18.067034571644303,70.54314503601822,0.0,0.0,0.0,0.0,,,,,,,,,
56,1882.1,10,516,141,46.84718512044453,12.801265701516819,0.0009069842003034827,-1.361610370656135,18.139684006088615,-9.083439967067026,11,199,777,18.067034571644303,70.54314503601822,0.0,0.0,0.0,0.0,,,,,,,,,
57,1914.1,10,516,140,46.84718512044453,12.710476583066345,0.4550830721634689,-1.3634279740365352,9.110772215484875,9.09253243126957,11,199,777,18.067034571644303,70.54314503601822,0.0,-0.4550830721634689,0.0,-9.110772215484875,,,,,,,,,
58,1946.2,10,517,139,46.937974238895,12.61968746461587,0.0,-1.361635620454489,0.0,9.128415385865347,11,199,777,18.067034571644303,70.54314503601822,0.0,0.0,0.0,0.0,,,,,,,,,
59,1982.1,10,517,139,46.937974238895,12.61968746461587,0.4532636509520388,-0.9065273019040865,-9.092550671053912,18.185101342108002,11,199,777,18.067034571644303,70.54314503601822,0.0,-0.4559955201130336,0.0,-9.119910402260672,,,,,,,,,
60,2013.9,10,517,139,46.937974238895,12.61968746461587,0.45553792712450225,-0.45553792712451124,-9.101656885604449,9.101656885604628,11,199,776,18.067034571644303,70.45235591756774,0.0,-0.0027264054117342863,0.0,18.176036078245073,,,,,,,,,
61,2046.8,10,517,138,46.937974238895,12.528898346165397,-0.46011854447453493,0.01181489652073583,-9.147485973648815,18.17676387805565,11,199,777,18.067034571644303,70.54314503601822,0.0,0.0,0.0,0.0,,,,,,,,,
62,2081.8,10,517,139,46.937974238895,12.61968746461587,-0.4505553552662047,0.0,-9.038221770635976,0.0,11,199,776,18.067034571644303,70.45235591756774,0.0,-0.006348965513599987,0.0,18.139901467444865,,,,,,,,,
63,2114.0,10,517,139,46.937974238895,12.61968746461587,-0.45553792712450225,0.0,-9.101656885604449,0.0,11,199,777,18.067034571644303,70.54314503601822,0.0,0.452811521712768,0.0,-9.074379192640626,,,,,,,,,
64,2146.1,10,516,139,46.84718512044453,12.61968746461587,-0.45875124087616587,0.9111024431908767,9.175024817523315,-0.06422517372248933,11,199,777,18.067034571644303,70.54314503601822,0.0,0.0,0.0,0.0,,,,,,,,,
65,2182.2,10,516,139,46.84718512044453,12.61968746461587,-0.4503284958997619,0.45759174158773314,9.04274088152129,9.115373338401092,11,199,777,18.067034571644303,70.54314503601822,0.0,0.4503284958997619,0.0,-9.04274088152129,,,,,,,,,
66,2213.8,10,516,139,46.84718512044453,12.61968746461587,-0.4553106134715537,0.0,9.106212269431072,0.0,11,199,777,18.067034571644303,70.54314503601822,0.0,0.0,0.0,0.0,,,,,,,,,
67,2246.1,10,516,140,46.84718512044453,12.710476583066345,0.0,0.4537185059130804,0.0,-9.083453571833434,11,199,777,18.067034571644303,70.54314503601822,0.0,0.0,0.0,0.0,,,,,,,,,
68,2281.8,10,516,140,46.84718512044453,12.710476583066345,0.0,0.46074727202047083,0.0,-9.05200927348668,11,199,777,18.067034571644303,70.54314503601822,0.0,0.0,0.0,0.0,,,,,,,,,
69,2313.8,10,516,139,46.84718512044453,12.61968746461587,0.0,0.0,0.0,0.0,11,199,777,18.067034571644303,70.54314503601822,0.0,0.0,0.0,0.0,,,,,,,,,
70,2346.0,10,516,140,46.84718512044453,12.710476583066345,0.0,-0.4530386080520723,0.0,-9.069842003044485,11,199,777,18.067034571644303,70.54314503601822,0.0,-0.4530386080520635,0.0,-9.069842003044306,,,,,,,,,
71,2383.6,10,516,140,46.84718512044453,12.710476583066345,0.0,0.0,0.0,0.0,11,199,777,18.067034571644303,70.54314503601822,0.0,0.0,0.0,0.0,,,,,,,,,
72,2414.6,10,516,139,46.84718512044453,12.61968746461587,0.0,0.4584978206141883,0.0,9.097178980440269,11,199,777,18.067034571644303,70.54314503601822,0.0,0.0,0.0,0.0,,,,,,,,,
73,2446.1,10,516,139,46.84718512044453,12.61968746461587,0.0,-0.4577555093075398,0.0,8.975598221716469,11,199,776,18.067034571644303,70.45235591756774,0.0,-0.016894803731161725,0.0,17.78400392753786,,,,,,,,,
74,2481.9,10,516,140,46.84718512044453,12.710476583066345,0.0,-0.44870311486255426,0.0,-9.129259712361211,11,199,777,18.067034571644303,70.54314503601822,0.0,0.0,0.0,0.0,,,,,,,,,
75,2514.2,10,516,140,46.84718512044453,12.710476583066345,0.0,0.0018267281239305762,0.0,-18.2672812392808,11,199,777,18.067034571644303,70.54314503601822,0.0,0.0,0.0,0.0,,,,,,,,,
76,2548.1,10,516,139,46.84718512044453,12.61968746461587,0.0,0.0,0.0,0.0,11,199,777,18.067034571644303,70.54314503601822,0.0,0.4435123259855988,0.0,-8.756413148777849,,,,,,,,,
77,2582.1,10,516,139,46.84718512044453,12.61968746461587,0.0,-0.4550650252075613,0.0,9.002275473937916,11,199,777,18.067034571644303,70.54314503601822,0.0,0.0,0.0,0.0,,,,,,,,,
78,2614.0,10,516,139,46.84718512044453,12.61968746461587,0.0,-0.8953884949982793,0.0,0.28701624685177873,11,199,777,18.067034571644303,70.54314503601822,0.0,0.0,0.0,0.0,,,,,,,,,
79,2649.4,10,516,139,46.84718512044453,12.61968746461587,-0.4737602767595227,-0.4737602767595227,-9.353608623090263,-9.353608623090263,11,199,777,18.067034571644303,70.54314503601822,0.0,0.0,0.0,0.0,,,,,,,,,
80,2683.2,10,516,139,46.84718512044453,12.61968746461587,-0.46544923217760936,-0.9308984643552187,-9.207699944166366,-18.415399888332733,11,199,777,18.067034571644303,70.54314503601822,0.0,0.0,0.0,0.0,,,,,,,,,
81,2717.1,10,516,138,46.84718512044453,12.528898346165397,0.0,-0.8982365556770314,0.0,-0.3422647566238903,11,199,777,18.067034571644303,70.54314503601822,0.0,0.0,0.0,0.0,,,,,,,,,
82,2747.0,10,515,138,46.756396001994055,12.528898346165397,-0.015003489960746368,-0.9227756223825423,18.75436245093405,0.15247449147099915,11,199,777,18.067034571644303,70.54314503601822,0.0,0.0,0.0,0.0,,,,,,,,,
83,2781.9,10,515,137,46.756396001994055,12.438109227714923,-0.014673566890080321,-0.9272449970808895,18.341958612606646,18.489431646677804,11,199,777,18.067034571644303,70.54314503601822,0.0,0.0,0.0,0.0,,,,,,,,,
84,2816.3,10,516,137,46.84718512044453,12.438109227714923,0.0,-0.9227756223825493,0.0,-0.1524744914712275,11,199,777,18.067034571644303,70.54314503601822,0.0,0.0,0.0,0.0,,,,,,,,,
85,2846.2,10,516,137,46.84718512044453,12.438109227714923,0.4816449866959655,-1.2622245832519374,-8.741288324790643,-6.996203541257207,11,199,777,18.067034571644303,70.54314503601822,0.0,0.0,0.0,0.0,,,,,,,,,
